hub_code,schedule,job_category,riders,rider_yesterday,rider_lastweek,rider_2week,rider_3week,rider_4week,rider_lastyear,rider_52week,volume_last7day,volume_last3day,volume_last14day,volume_last21day,volume_last28day,quarter,day_of_week,is_weekend,month,day,is_holiday,is_after_sale
MAKATI,2019-05-12,Delivery,24,32,27,27,6,25,0,0,2116.1428571428573,1963.3333333333333,1793.2857142857142,1728.7142857142858,1541.4285714285713,Q2,sunday,weekend,5,12,not_holiday,not_after_sale
MAKATI,2019-05-11,Delivery,32,48,31,28,17,28,0,0,2142.7142857142858,2370.3333333333335,1771.9285714285713,1704.0,1535.0714285714287,Q2,saturday,weekend,5,11,not_holiday,not_after_sale
MAKATI,2019-05-10,Delivery,48,48,45,48,0,43,0,0,2057.5714285714284,2452.6666666666665,1756.7142857142858,1594.5238095238096,1517.1785714285713,Q2,friday,weekday,5,10,not_holiday,not_after_sale
MAKATI,2019-05-09,Delivery,48,47,40,52,0,49,0,0,1894.4285714285713,2603.6666666666665,1726.5714285714287,1479.7619047619048,1496.6071428571429,Q2,thursday,weekday,5,9,not_holiday,not_after_sale
MAKATI,2019-05-08,Delivery,47,49,29,43,37,47,0,0,1714.0,2173.6666666666665,1687.7857142857142,1444.0952380952381,1478.4642857142858,Q2,wednesday,weekday,5,8,not_holiday,not_after_sale
MAKATI,2019-05-07,Delivery,49,48,44,43,39,32,0,0,1602.5714285714287,1780.6666666666667,1638.9285714285713,1393.4761904761904,1430.0,Q2,tuesday,weekday,5,7,not_holiday,not_after_sale
MAKATI,2019-05-06,Delivery,48,27,46,42,45,48,0,0,1495.5714285714287,1394.0,1596.5714285714287,1358.5714285714287,1435.6428571428571,Q2,monday,weekday,5,6,not_holiday,not_after_sale
MAKATI,2019-05-05,Delivery,27,31,27,6,25,19,0,0,1470.4285714285713,1446.0,1535.0,1349.8571428571429,1423.5714285714287,Q2,sunday,weekend,5,5,not_holiday,not_after_sale
MAKATI,2019-05-04,Delivery,31,45,28,17,28,29,0,0,1401.1428571428571,1370.0,1484.6428571428571,1332.5238095238096,1410.0714285714287,Q2,saturday,weekend,5,4,not_holiday,not_after_sale
MAKATI,2019-05-03,Delivery,45,40,48,0,43,45,0,0,1455.8571428571429,1391.0,1363.0,1337.047619047619,1399.4285714285713,Q2,friday,weekday,5,3,not_holiday,not_after_sale
MAKATI,2019-05-02,Delivery,40,29,52,0,49,47,0,0,1558.7142857142858,1673.0,1272.4285714285713,1364.0,1422.25,Q2,thursday,weekday,5,2,not_holiday,not_after_sale
MAKATI,2019-05-01,Delivery,29,44,43,37,47,47,0,0,1661.5714285714287,1605.3333333333333,1309.1428571428571,1399.952380952381,1451.75,Q2,wednesday,weekday,5,1,holiday,not_after_sale
MAKATI,2019-04-30,Delivery,44,46,43,39,32,43,0,0,1675.2857142857142,1310.6666666666667,1288.9285714285713,1372.4761904761904,1452.4642857142858,Q2,tuesday,weekday,4,30,not_holiday,not_after_sale
MAKATI,2019-04-29,Delivery,46,27,42,45,48,43,0,0,1697.5714285714287,1301.3333333333333,1290.0714285714287,1415.6666666666667,1453.0357142857142,Q2,monday,weekday,4,29,not_holiday,not_after_sale
MAKATI,2019-04-28,Delivery,27,28,6,25,19,25,0,0,1599.5714285714287,1652.0,1289.5714285714287,1407.952380952381,1452.5357142857142,Q2,sunday,weekend,4,28,not_holiday,not_after_sale
MAKATI,2019-04-27,Delivery,28,48,17,28,29,30,0,0,1568.1428571428571,1977.6666666666667,1298.2142857142858,1413.047619047619,1470.1428571428571,Q2,saturday,weekend,4,27,not_holiday,not_after_sale
MAKATI,2019-04-26,Delivery,48,52,0,43,45,34,0,0,1270.1428571428571,1903.0,1277.6428571428571,1380.6190476190477,1434.5,Q2,friday,weekday,4,26,not_holiday,not_after_sale
MAKATI,2019-04-25,Delivery,52,43,0,49,47,47,0,0,986.14285714285711,1997.0,1266.6428571428571,1376.7619047619048,1437.1071428571429,Q2,thursday,weekday,4,25,not_holiday,not_after_sale
MAKATI,2019-04-24,Delivery,43,43,37,47,47,41,0,0,956.71428571428567,1460.6666666666667,1269.1428571428571,1381.8095238095239,1432.7857142857142,Q2,wednesday,weekday,4,24,not_holiday,not_after_sale
MAKATI,2019-04-23,Delivery,43,42,39,32,43,42,0,0,902.57142857142856,1060.6666666666667,1221.0714285714287,1378.1904761904761,1430.5357142857142,Q2,tuesday,weekday,4,23,not_holiday,not_after_sale
MAKATI,2019-04-22,Delivery,42,6,45,48,43,46,0,0,882.57142857142856,304.0,1274.7142857142858,1371.5238095238096,1441.2857142857142,Q2,monday,weekday,4,22,not_holiday,not_after_sale
MAKATI,2019-04-21,Delivery,6,17,25,19,25,26,0,0,979.57142857142856,220.66666666666666,1312.1428571428571,1403.5238095238096,1475.8571428571429,Q2,sunday,weekend,4,21,not_holiday,not_after_sale
MAKATI,2019-04-20,Delivery,17,0,28,29,30,28,0,0,1028.2857142857142,551.0,1335.5,1437.4761904761904,1493.4285714285713,Q2,saturday,weekend,4,20,holiday,not_after_sale
MAKATI,2019-04-19,Delivery,0,0,43,45,34,44,0,0,1285.1428571428571,1045.3333333333333,1435.8571428571429,1489.2857142857142,1581.8571428571429,Q2,friday,weekday,4,19,holiday,not_after_sale
MAKATI,2019-04-18,Delivery,0,37,49,47,47,48,0,0,1547.1428571428571,1755.3333333333333,1572.0714285714287,1587.4285714285713,1675.7142857142858,Q2,thursday,weekday,4,18,holiday,not_after_sale
MAKATI,2019-04-17,Delivery,37,39,47,47,41,39,0,0,1581.5714285714287,1514.0,1594.3571428571429,1591.4761904761904,1684.6071428571429,Q2,wednesday,weekday,4,17,not_holiday,not_after_sale
MAKATI,2019-04-16,Delivery,39,45,32,43,42,43,0,0,1539.5714285714287,1354.0,1616.0,1606.5238095238096,1694.9285714285713,Q2,tuesday,weekday,4,16,not_holiday,not_after_sale
MAKATI,2019-04-15,Delivery,45,25,48,43,46,45,0,0,1666.8571428571429,1243.3333333333333,1616.0,1627.5238095238096,1731.5,Q2,monday,weekday,4,15,not_holiday,not_after_sale
MAKATI,2019-04-14,Delivery,25,28,19,25,26,21,0,0,1644.7142857142858,1545.0,1615.5,1641.2857142857142,1709.5714285714287,Q2,sunday,weekend,4,14,not_holiday,not_after_sale
MAKATI,2019-04-13,Delivery,28,43,29,30,28,28,0,0,1642.7142857142858,1842.0,1642.0714285714287,1648.4761904761904,1719.7857142857142,Q2,saturday,weekend,4,13,not_holiday,not_after_sale
MAKATI,2019-04-12,Delivery,43,49,45,34,44,41,0,0,1586.5714285714287,1639.0,1591.3571428571429,1680.7619047619048,1719.5357142857142,Q2,friday,weekday,4,12,not_holiday,not_after_sale
MAKATI,2019-04-11,Delivery,49,47,47,47,48,47,0,0,1597.0,2034.6666666666667,1607.5714285714287,1718.5714285714287,1756.7142857142858,Q2,thursday,weekday,4,11,not_holiday,not_after_sale
MAKATI,2019-04-10,Delivery,47,32,47,41,39,33,0,0,1607.1428571428571,1661.3333333333333,1596.4285714285713,1718.952380952381,1744.4642857142858,Q2,wednesday,weekday,4,10,not_holiday,not_after_sale
MAKATI,2019-04-09,Delivery,32,48,43,42,43,46,0,0,1692.4285714285713,1594.6666666666667,1640.0,1746.7142857142858,1771.5357142857142,Q2,tuesday,weekday,4,9,holiday,not_after_sale
MAKATI,2019-04-08,Delivery,48,19,43,46,45,45,0,0,1565.1428571428571,1056.0,1607.8571428571429,1753.047619047619,1790.8571428571429,Q2,monday,weekday,4,8,not_holiday,not_after_sale
MAKATI,2019-04-07,Delivery,19,29,25,26,21,21,0,0,1586.2857142857142,1433.6666666666667,1639.5714285714287,1731.1904761904761,1793.75,Q2,sunday,weekend,4,7,not_holiday,not_after_sale
MAKATI,2019-04-06,Delivery,29,45,30,28,28,24,0,0,1641.4285714285713,1759.0,1651.3571428571429,1745.4761904761904,1789.6785714285713,Q2,saturday,weekend,4,6,not_holiday,not_after_sale
MAKATI,2019-04-05,Delivery,45,47,34,44,41,48,0,0,1596.1428571428571,1886.0,1727.8571428571429,1763.8571428571429,1851.0357142857142,Q2,friday,weekday,4,5,not_holiday,not_after_sale
MAKATI,2019-04-04,Delivery,47,47,47,48,47,49,0,0,1618.1428571428571,1960.3333333333333,1779.3571428571429,1809.952380952381,1911.4285714285713,Q2,thursday,weekday,4,4,not_holiday,not_after_sale
MAKATI,2019-04-03,Delivery,47,43,41,39,33,49,0,0,1585.7142857142858,1612.6666666666667,1774.8571428571429,1790.2380952380952,1974.0,Q2,wednesday,weekday,4,3,not_holiday,not_after_sale
MAKATI,2019-04-02,Delivery,43,43,42,43,46,40,0,0,1587.5714285714287,1475.6666666666667,1773.8571428571429,1797.9047619047619,1977.3571428571429,Q2,tuesday,weekday,4,2,not_holiday,not_after_sale
MAKATI,2019-04-01,Delivery,43,25,46,45,45,46,0,0,1650.5714285714287,1128.3333333333333,1847.0,1866.0952380952381,2012.0714285714287,Q2,monday,weekday,4,1,not_holiday,not_after_sale
MAKATI,2019-03-31,Delivery,25,30,26,21,21,23,0,0,1692.8571428571429,1508.0,1803.6428571428571,1862.9047619047619,2022.1785714285713,Q1,sunday,weekend,3,31,not_holiday,not_after_sale
MAKATI,2019-03-30,Delivery,30,34,28,28,24,23,0,0,1661.2857142857142,1629.0,1797.5,1839.0952380952381,2001.8571428571429,Q1,saturday,weekend,3,30,not_holiday,not_after_sale
MAKATI,2019-03-29,Delivery,34,47,44,41,48,48,0,0,1859.5714285714287,1866.0,1847.7142857142858,1936.0,2041.3571428571429,Q1,friday,weekday,3,29,not_holiday,not_after_sale
MAKATI,2019-03-28,Delivery,47,41,48,47,49,45,0,0,1940.5714285714287,2036.0,1905.8571428571429,2009.1904761904761,2043.8928571428571,Q1,thursday,weekday,3,28,not_holiday,not_after_sale
MAKATI,2019-03-27,Delivery,41,42,39,33,49,41,0,0,1964.0,1862.6666666666667,1892.5,2103.4285714285716,2050.9285714285716,Q1,wednesday,weekday,3,27,not_holiday,not_after_sale
MAKATI,2019-03-26,Delivery,42,46,43,46,40,45,0,0,1960.1428571428571,1647.6666666666667,1903.0714285714287,2107.2857142857142,2100.6428571428573,Q1,tuesday,weekday,3,26,not_holiday,not_after_sale
MAKATI,2019-03-25,Delivery,46,26,45,45,46,27,0,0,2043.4285714285713,1616.0,1973.8571428571429,2132.5714285714284,2055.7857142857142,Q1,monday,weekday,3,25,not_holiday,not_after_sale
MAKATI,2019-03-24,Delivery,26,28,21,21,23,20,0,0,1914.4285714285713,2086.0,1947.9285714285713,2131.9523809523807,2045.25,Q1,sunday,weekend,3,24,not_holiday,not_after_sale
MAKATI,2019-03-23,Delivery,28,44,28,24,23,30,0,0,1933.7142857142858,2335.3333333333335,1928.0,2115.3809523809523,2052.3571428571427,Q1,saturday,weekend,3,23,not_holiday,not_after_sale
MAKATI,2019-03-22,Delivery,44,48,41,48,48,44,0,0,1835.8571428571429,2100.6666666666665,1974.2142857142858,2101.9523809523807,2041.6785714285713,Q1,friday,weekday,3,22,not_holiday,not_after_sale
MAKATI,2019-03-21,Delivery,48,39,47,49,45,45,0,0,1871.1428571428571,2276.0,2043.5,2078.3333333333335,2025.6071428571429,Q1,thursday,weekday,3,21,not_holiday,not_after_sale
MAKATI,2019-03-20,Delivery,39,43,33,49,41,44,0,0,1821.0,1747.0,2173.1428571428573,2079.9047619047619,1981.25,Q1,wednesday,weekday,3,20,not_holiday,not_after_sale
MAKATI,2019-03-19,Delivery,43,45,46,40,45,42,0,0,1846.0,1586.0,2180.8571428571427,2147.4761904761904,1953.6428571428571,Q1,tuesday,weekday,3,19,not_holiday,not_after_sale
MAKATI,2019-03-18,Delivery,45,21,45,46,27,42,0,0,1904.2857142857142,1131.6666666666667,2177.1428571428573,2059.9047619047619,1888.2142857142858,Q1,monday,weekday,3,18,not_holiday,not_after_sale
MAKATI,2019-03-17,Delivery,21,28,21,23,20,26,0,0,1981.4285714285713,1985.0,2240.7142857142858,2088.8571428571427,1890.8928571428571,Q1,sunday,weekend,3,17,not_holiday,not_after_sale
MAKATI,2019-03-16,Delivery,28,41,24,23,30,29,0,0,1922.2857142857142,2072.3333333333335,2206.2142857142858,2091.9047619047619,1867.3928571428571,Q1,saturday,weekend,3,16,not_holiday,not_after_sale
MAKATI,2019-03-15,Delivery,41,47,48,48,44,42,0,0,2112.5714285714284,2124.3333333333335,2235.0,2110.2857142857142,1862.6428571428571,Q1,friday,weekday,3,15,not_holiday,not_after_sale
MAKATI,2019-03-14,Delivery,47,33,49,45,45,42,0,0,2215.8571428571427,2353.3333333333335,2181.9285714285716,2077.0952380952381,1814.8214285714287,Q1,thursday,weekday,3,14,not_holiday,not_after_sale
MAKATI,2019-03-13,Delivery,33,46,49,41,44,43,0,0,2525.2857142857142,2121.3333333333335,2209.3571428571427,2034.6666666666667,1806.1428571428571,Q1,wednesday,weekday,3,13,not_holiday,not_after_sale
MAKATI,2019-03-12,Delivery,46,45,40,45,42,41,0,0,2515.7142857142858,1764.0,2298.2142857142858,1989.5238095238096,1781.3214285714287,Q1,tuesday,weekday,3,12,not_holiday,not_after_sale
MAKATI,2019-03-11,Delivery,45,21,46,27,42,42,0,0,2450.0,1617.6666666666667,2137.7142857142858,1882.8571428571429,1676.6071428571429,Q1,monday,weekday,3,11,not_holiday,not_after_sale
MAKATI,2019-03-10,Delivery,21,24,23,20,26,22,0,0,2500.0,2532.0,2142.5714285714284,1860.7142857142858,1657.8571428571429,Q1,sunday,weekend,3,10,not_holiday,not_after_sale
MAKATI,2019-03-09,Delivery,24,48,23,30,29,27,0,0,2490.1428571428573,3479.3333333333335,2176.7142857142858,1849.0952380952381,1641.0714285714287,Q1,saturday,weekend,3,9,not_holiday,not_after_sale
MAKATI,2019-03-08,Delivery,48,49,48,44,42,42,0,0,2357.4285714285716,3065.0,2109.1428571428573,1779.3333333333333,1552.0357142857142,Q1,friday,weekday,3,8,not_holiday,not_after_sale
MAKATI,2019-03-07,Delivery,49,49,45,45,42,44,0,0,2148.0,2899.6666666666665,2007.7142857142858,1681.1428571428571,1447.1071428571429,Q1,thursday,weekday,3,7,not_holiday,not_after_sale
MAKATI,2019-03-06,Delivery,49,40,41,44,43,44,0,0,1893.4285714285713,2062.3333333333335,1789.3571428571429,1566.4285714285713,1337.9285714285713,Q1,wednesday,weekday,3,6,not_holiday,not_after_sale
MAKATI,2019-03-05,Delivery,40,46,45,42,41,28,0,0,2080.7142857142858,1704.3333333333333,1726.4285714285713,1536.5238095238096,1285.7857142857142,Q1,tuesday,weekday,3,5,not_holiday,not_after_sale
MAKATI,2019-03-04,Delivery,46,23,27,42,42,44,0,0,1825.4285714285713,1401.6666666666667,1599.2857142857142,1418.8095238095239,1198.5714285714287,Q1,monday,weekday,3,4,not_holiday,not_after_sale
MAKATI,2019-03-03,Delivery,23,23,20,26,22,22,0,0,1785.1428571428571,1710.6666666666667,1541.0714285714287,1377.1428571428571,1167.3214285714287,Q1,sunday,weekend,3,3,not_holiday,not_after_sale
MAKATI,2019-03-02,Delivery,23,48,30,29,27,29,0,0,1863.2857142857142,2087.0,1528.5714285714287,1358.047619047619,1154.0714285714287,Q1,saturday,weekend,3,2,not_holiday,not_after_sale
MAKATI,2019-03-01,Delivery,48,45,44,42,42,45,0,0,1860.8571428571429,2419.3333333333335,1490.2857142857142,1283.5714285714287,1099.8214285714287,Q1,friday,weekday,3,1,not_holiday,not_after_sale
MAKATI,2019-02-28,Delivery,45,41,45,42,44,46,0,0,1867.4285714285713,2147.0,1447.7142857142858,1213.4761904761904,1048.3214285714287,Q1,thursday,weekday,2,28,not_holiday,not_after_sale
MAKATI,2019-02-27,Delivery,41,45,44,43,44,44,0,0,1685.2857142857142,1809.6666666666667,1402.9285714285713,1152.7619047619048,1002.7857142857143,Q1,wednesday,weekday,2,27,not_holiday,not_after_sale
MAKATI,2019-02-26,Delivery,45,27,42,41,28,43,0,0,1372.1428571428571,1197.0,1264.4285714285713,1020.8095238095239,911.85714285714289,Q1,tuesday,weekday,2,26,not_holiday,not_after_sale
MAKATI,2019-02-25,Delivery,27,20,42,42,44,44,0,0,1373.1428571428571,1484.3333333333333,1215.5,989.61904761904759,888.46428571428567,Q1,monday,weekday,2,25,holiday,not_after_sale
MAKATI,2019-02-24,Delivery,20,30,26,22,22,26,0,0,1297.0,1902.6666666666667,1173.1428571428571,961.38095238095241,869.42857142857144,Q1,sunday,weekend,2,24,not_holiday,not_after_sale
MAKATI,2019-02-23,Delivery,30,44,29,27,29,26,0,0,1193.8571428571429,1671.6666666666667,1105.4285714285713,917.66666666666663,835.03571428571433,Q1,saturday,weekend,2,23,not_holiday,not_after_sale
MAKATI,2019-02-22,Delivery,44,45,42,42,45,37,0,0,1119.7142857142858,1279.0,994.92857142857144,846.14285714285711,777.10714285714289,Q1,friday,weekday,2,22,not_holiday,not_after_sale
MAKATI,2019-02-21,Delivery,45,44,42,44,46,42,0,0,1028.0,993.66666666666663,886.5,775.28571428571433,721.82142857142856,Q1,thursday,weekday,2,21,not_holiday,not_after_sale
MAKATI,2019-02-20,Delivery,44,42,43,44,44,43,0,0,1120.5714285714287,903.66666666666663,886.5,775.28571428571433,721.28571428571433,Q1,wednesday,weekday,2,20,not_holiday,not_after_sale
MAKATI,2019-02-19,Delivery,42,42,41,28,43,43,0,0,1156.7142857142858,781.0,845.14285714285711,758.42857142857144,708.64285714285711,Q1,tuesday,weekday,2,19,not_holiday,not_after_sale
MAKATI,2019-02-18,Delivery,42,26,42,44,44,42,0,0,1057.8571428571429,893.0,797.85714285714289,726.90476190476193,683.92857142857144,Q1,monday,weekday,2,18,not_holiday,not_after_sale
MAKATI,2019-02-17,Delivery,26,29,22,22,26,19,0,0,1049.2857142857142,1275.0,793.57142857142856,726.90476190476193,680.17857142857144,Q1,sunday,weekend,2,17,not_holiday,not_after_sale
MAKATI,2019-02-16,Delivery,29,42,27,29,26,23,0,0,1017.0,1500.6666666666667,779.57142857142856,715.42857142857144,669.96428571428567,Q1,saturday,weekend,2,16,not_holiday,not_after_sale
MAKATI,2019-02-15,Delivery,42,42,42,45,37,40,0,0,870.14285714285711,1365.3333333333333,709.35714285714289,662.90476190476193,632.17857142857144,Q1,friday,weekday,2,15,not_holiday,not_after_sale
MAKATI,2019-02-14,Delivery,42,43,44,46,42,40,0,0,745.0,1063.3333333333333,648.92857142857144,619.76190476190482,598.75,Q1,thursday,weekday,2,14,not_holiday,not_after_sale
MAKATI,2019-02-13,Delivery,43,41,44,44,43,39,0,0,652.42857142857144,737.33333333333337,602.64285714285711,588.19047619047615,572.92857142857144,Q1,wednesday,weekday,2,13,not_holiday,not_after_sale
MAKATI,2019-02-12,Delivery,41,42,28,43,43,37,0,0,533.57142857142856,455.0,559.28571428571433,559.28571428571433,548.03571428571433,Q1,tuesday,weekday,2,12,not_holiday,not_after_sale
MAKATI,2019-02-11,Delivery,42,22,44,44,42,33,0,0,537.85714285714289,455.0,561.42857142857144,559.28571428571433,543.21428571428567,Q1,monday,weekday,2,11,not_holiday,not_after_sale
MAKATI,2019-02-10,Delivery,22,27,22,26,19,17,0,0,537.85714285714289,565.0,565.71428571428567,557.14285714285711,540.53571428571433,Q1,sunday,weekend,2,10,not_holiday,not_after_sale
MAKATI,2019-02-09,Delivery,27,42,29,26,23,23,0,0,542.14285714285711,650.0,564.64285714285711,554.28571428571433,538.39285714285711,Q1,saturday,weekend,2,9,not_holiday,not_after_sale
MAKATI,2019-02-08,Delivery,42,44,45,37,40,33,0,0,548.57142857142856,580.0,559.28571428571433,552.85714285714289,533.57142857142856,Q1,friday,weekday,2,8,not_holiday,not_after_sale
MAKATI,2019-02-07,Delivery,44,44,46,42,40,36,0,0,552.85714285714289,580.0,557.14285714285711,550.0,529.28571428571433,Q1,thursday,weekday,2,7,not_holiday,not_after_sale
MAKATI,2019-02-06,Delivery,44,28,44,43,39,34,0,0,552.85714285714289,470.0,556.07142857142856,546.42857142857144,523.92857142857144,Q1,wednesday,weekday,2,6,not_holiday,not_after_sale
MAKATI,2019-02-05,Delivery,28,44,43,43,37,36,0,0,585.0,475.0,572.14285714285711,552.85714285714289,528.21428571428567,Q1,tuesday,weekday,2,5,holiday,not_after_sale
MAKATI,2019-02-04,Delivery,44,22,44,42,33,35,0,0,585.0,480.0,570.0,545.0,523.39285714285711,Q1,monday,weekday,2,4,not_holiday,not_after_sale
MAKATI,2019-02-03,Delivery,22,29,26,19,17,18,0,0,593.57142857142856,600.0,566.78571428571433,541.42857142857144,521.25,Q1,sunday,weekend,2,3,not_holiday,not_after_sale
MAKATI,2019-02-02,Delivery,29,45,26,23,23,23,0,0,587.14285714285711,675.0,560.35714285714289,537.14285714285711,518.03571428571433,Q1,saturday,weekend,2,2,not_holiday,not_after_sale
MAKATI,2019-02-01,Delivery,45,46,37,40,33,37,0,0,570.0,665.0,555.0,528.57142857142856,513.75,Q1,friday,weekday,2,1,not_holiday,not_after_sale
MAKATI,2019-01-31,Delivery,46,44,42,40,36,37,0,0,561.42857142857144,655.0,548.57142857142856,521.42857142857144,508.92857142857144,Q1,thursday,weekday,1,31,not_holiday,not_after_sale
MAKATI,2019-01-30,Delivery,44,43,43,39,34,27,0,0,559.28571428571433,565.0,543.21428571428567,514.28571428571433,499.82142857142856,Q1,wednesday,weekday,1,30,not_holiday,not_after_sale
MAKATI,2019-01-29,Delivery,43,44,43,37,36,0,0,0,559.28571428571433,480.0,536.78571428571433,509.28571428571428,476.78571428571428,Q1,tuesday,weekday,1,29,not_holiday,not_after_sale
MAKATI,2019-01-28,Delivery,44,26,42,33,35,2,,0,555.0,445.0,525.0,502.85714285714283,454.28571428571428,Q1,monday,weekday,1,28,not_holiday,not_after_sale
MAKATI,2019-01-27,Delivery,26,26,19,17,18,13,,,540.0,525.0,515.35714285714289,497.14285714285717,447.32142857142856,Q1,sunday,weekend,1,27,not_holiday,not_after_sale
MAKATI,2019-01-26,Delivery,26,37,23,23,23,18,,,533.57142857142856,610.0,512.14285714285711,495.0,443.03571428571428,Q1,saturday,weekend,1,26,not_holiday,not_after_sale
MAKATI,2019-01-25,Delivery,37,42,40,33,37,32,,,540.0,640.0,507.85714285714283,495.0,440.35714285714283,Q1,friday,weekday,1,25,not_holiday,not_after_sale
MAKATI,2019-01-24,Delivery,42,43,40,36,37,34,,,535.71428571428567,640.0,501.42857142857144,491.42857142857144,436.07142857142856,Q1,thursday,weekday,1,24,not_holiday,not_after_sale
MAKATI,2019-01-23,Delivery,43,43,39,34,27,22,,,527.14285714285711,520.0,491.78571428571428,480.0,424.82142857142856,Q1,wednesday,weekday,1,23,not_holiday,not_after_sale
MAKATI,2019-01-22,Delivery,43,42,37,36,0,0,,,514.28571428571433,420.0,484.28571428571428,449.28571428571428,401.78571428571428,Q1,tuesday,weekday,1,22,not_holiday,not_after_sale
MAKATI,2019-01-21,Delivery,42,19,33,35,2,11,,,495.0,410.0,476.78571428571428,420.71428571428572,385.17857142857144,Q1,monday,weekday,1,21,not_holiday,not_after_sale
MAKATI,2019-01-20,Delivery,19,23,17,18,13,17,,,490.71428571428572,515.0,475.71428571428572,416.42857142857144,384.10714285714283,Q1,sunday,weekend,1,20,not_holiday,not_after_sale
MAKATI,2019-01-19,Delivery,23,40,23,23,18,24,,,490.71428571428572,595.0,475.71428571428572,412.85714285714283,384.64285714285717,Q1,saturday,weekend,1,19,not_holiday,not_after_sale
MAKATI,2019-01-18,Delivery,40,40,33,37,32,38,,,475.71428571428572,580.0,472.5,407.14285714285717,383.57142857142856,Q1,friday,weekday,1,18,not_holiday,not_after_sale
MAKATI,2019-01-17,Delivery,40,39,36,37,34,34,,,467.14285714285717,545.0,469.28571428571428,402.85714285714283,380.35714285714283,Q1,thursday,weekday,1,17,not_holiday,not_after_sale
MAKATI,2019-01-16,Delivery,39,37,34,27,22,39,,,456.42857142857144,435.0,456.42857142857144,390.71428571428572,380.35714285714283,Q1,wednesday,weekday,1,16,not_holiday,not_after_sale
MAKATI,2019-01-15,Delivery,37,33,36,0,0,40,,,454.28571428571428,365.0,416.78571428571428,364.28571428571428,381.96428571428572,Q1,tuesday,weekday,1,15,not_holiday,not_after_sale
MAKATI,2019-01-14,Delivery,33,17,35,2,11,37,,,458.57142857142856,365.0,383.57142857142856,348.57142857142856,384.10714285714283,Q1,monday,weekday,1,14,not_holiday,not_after_sale
MAKATI,2019-01-13,Delivery,17,23,18,13,17,18,,,460.71428571428572,460.0,379.28571428571428,348.57142857142856,384.64285714285717,Q1,sunday,weekend,1,13,not_holiday,not_after_sale
MAKATI,2019-01-12,Delivery,23,33,23,18,24,22,,,460.71428571428572,515.0,373.92857142857144,349.28571428571428,384.10714285714283,Q1,saturday,weekend,1,12,not_holiday,not_after_sale
MAKATI,2019-01-11,Delivery,33,36,37,32,38,37,,,469.28571428571428,530.0,372.85714285714283,352.85714285714283,386.25,Q1,friday,weekday,1,11,not_holiday,not_after_sale
MAKATI,2019-01-10,Delivery,36,34,37,34,34,37,,,471.42857142857144,525.0,370.71428571428572,351.42857142857144,386.78571428571428,Q1,thursday,weekday,1,10,not_holiday,not_after_sale
MAKATI,2019-01-09,Delivery,34,36,27,22,39,37,,,456.42857142857144,445.0,357.85714285714283,355.0,388.39285714285717,Q1,wednesday,weekday,1,9,not_holiday,not_after_sale
MAKATI,2019-01-08,Delivery,36,35,0,0,40,37,,,379.28571428571428,380.0,319.28571428571428,357.85714285714283,388.92857142857144,Q1,tuesday,weekday,1,8,not_holiday,not_after_sale
MAKATI,2019-01-07,Delivery,35,18,2,11,37,38,,,308.57142857142856,390.0,293.57142857142856,359.28571428571428,390.53571428571428,Q1,monday,weekday,1,7,not_holiday,not_after_sale
MAKATI,2019-01-06,Delivery,18,23,13,17,18,15,,,297.85714285714283,485.0,292.5,359.28571428571428,388.92857142857144,Q1,sunday,weekend,1,6,not_holiday,not_after_sale
MAKATI,2019-01-05,Delivery,23,37,18,24,22,20,,,287.14285714285717,505.0,293.57142857142856,358.57142857142856,387.32142857142856,Q1,saturday,weekend,1,5,not_holiday,not_after_sale
MAKATI,2019-01-04,Delivery,37,37,32,38,37,37,,,276.42857142857144,320.0,294.64285714285717,358.57142857142856,387.32142857142856,Q1,friday,weekday,1,4,not_holiday,not_after_sale
MAKATI,2019-01-03,Delivery,37,27,34,34,37,36,,,270.0,145.0,291.42857142857144,358.57142857142856,386.78571428571428,Q1,thursday,weekday,1,3,not_holiday,not_after_sale
MAKATI,2019-01-02,Delivery,27,0,22,39,37,37,,,259.28571428571428,75.0,304.28571428571428,365.71428571428572,392.14285714285717,Q1,wednesday,weekday,1,2,not_holiday,not_after_sale
MAKATI,2019-01-01,Delivery,0,2,0,40,37,41,,,259.28571428571428,165.0,347.14285714285717,392.14285714285717,414.10714285714283,Q1,tuesday,weekday,1,1,holiday,not_after_sale
MAKATI,2018-12-31,Delivery,2,13,11,37,38,39,,,278.57142857142856,315.0,384.64285714285717,417.85714285714283,433.92857142857144,Q4,monday,weekday,12,31,not_holiday,not_after_sale
MAKATI,2018-12-30,Delivery,13,18,17,18,15,19,,,287.14285714285717,420.0,390.0,419.28571428571428,437.14285714285717,Q4,sunday,weekend,12,30,not_holiday,not_after_sale
MAKATI,2018-12-29,Delivery,18,32,24,22,20,22,,,300.0,440.0,394.28571428571428,420.71428571428572,439.28571428571428,Q4,saturday,weekend,12,29,not_holiday,not_after_sale
MAKATI,2020-01-30,Pickup,0,0,41,62,52,44,60,61,3133.4285714285716,2756.0,3890.0714285714284,4085.4761904761904,4327.0714285714284,Q1,thursday,weekday,1,30,not_holiday,not_after_sale
MAKATI,2020-01-29,Pickup,0,42,41,46,51,0,59,60,3720.0,3854.3333333333335,4221.8571428571431,4328.666666666667,4327.0714285714284,Q1,wednesday,weekday,1,29,not_holiday,not_after_sale
